content
"Sadece 2022’de yaptığımız eser ve hizmetlerin özeti bile saatlere, günlere sığmıyor… Cumhuriyetimizin 100’üncü yılında inşallah daha nice hizmet ve proje ile milletimizin huzurunda olacağız. 

#TürkiyeYüzyılı’nı hep birlikte adım adım tarihe kazandıracağız. 🇹🇷 https://t.co/7Ag5KJO1fP"
"Şanlıurfa’da, Tokat’ta, Trabzon’da, Van’da ve Zonguldak’ta 26,8 milyar TL yatırımı hayata geçirdik. 

2022’de ziyaret ettiğimiz illerimizde toplam 189 milyar TL’lik yatırımı milletimizin istifadesine sunduk. https://t.co/8LLMAZ4bzc"
"Malatya, Manisa, Mardin, Ordu, Sakarya ve Samsun’da 45,9 milyar liralık hizmet ve eseri vatandaşlarımızın kullanımına açtık. https://t.co/7kpChzF9sP"
"Gaziantep, Giresun, Kayseri, Kocaeli, Konya ve Kütahya’da toplam 79,6 milyar TL’lik toplu açılış gerçekleştirdik. https://t.co/k72ve9TtL3"
"Afyonkarahisar, Aydın, Balıkesir, Çorum, Diyarbakır ve Erzurum’da toplam 36,7 milyar TL’lik açılış yaptık. https://t.co/sPZJ89xUhh"
Savunma sanayii ihracatında 4 milyar doları aşarak bir rekoru daha kırdık. #GücünYüzyılı https://t.co/Dw7RZEYx3D
Türkiye’nin ilk istihbarat gemisi TCG Ufuk’u hizmete aldık. https://t.co/VdcNd4ftGt
Hava savunma füze sistemimiz Sungur’u omuzdan atılan yeni portatif versiyonuyla Mehmetçik’imizin hizmetine verdik. https://t.co/RZsI5R91Q5
İnsansız deniz araçlarımız ile sürü İDA’larımızın operasyonel testlerine başladık. https://t.co/K5pD3raFR1
Mini ve mikro İHA’ların imhası için geliştirdiğimiz Şahin 40 mm Fiziksel İmha Sistemi’ni envanterimize aldık. https://t.co/zKZtCwnrlc
Ülkemizin ilk tank ihracatını gerçekleştirdik. https://t.co/VcV1Yic61t
"Yeni tip denizaltılarımız Hızır Reis’i havuza çektik, Selman Reis’in ilk kaynağını yaptık. https://t.co/D3jvrEquys"
İnsansız hava araçlarımızın GPS olmadan da görev yapabilmelerini sağlayan KERKES Projesi’ni başarıyla tamamladık. https://t.co/zWeJrDnKcK
HİSAR O+ radyo frekans arayıcı başlıklı test füzesi atışıyla hava savunma sistemimize yeni ve güçlü bir kabiliyet ekledik. https://t.co/59ozvRFS4i
Mühimmat bırakan insansız hava aracımız Boyga’yı envantere dâhil ettik. https://t.co/zO10FbnWwy
Millî Muharip Uçak Mühendislik Merkezi ile Uzay Sistemleri Mühendislik Merkezi’ni hizmete aldık. https://t.co/nDKqukZU9h
Cumhuriyet tarihinin en büyük başarılarından biri olan Akıncı TİHA’nın ilk ihracat sözleşmesini imzaladık. https://t.co/5sL5tyKy4A
Alevi-Bektaşi vatandaşlarımız ile cemevlerimizin ihtiyaçlarını karşılayacak Alevi-Bektaşi Kültür ve Cemevi Başkanlığımızı kurduk. #DeğerlerinYüzyılı https://t.co/4cxqVCyOt6
"474 özel tiyatroya 41,8 milyon TL destekte bulunduk. https://t.co/EchiB3Vokj"
"51,5 milyonu aşkın ziyaretçi ve 46 milyar dolar gelir ile Türkiye’yi turizmde zirve noktasına ulaştırdık. https://t.co/3GIePB8ef6"
Türkiye Bursları Programı ile 172 ülkeden başvuran 4 bin kardeşimize burs sağladık. https://t.co/YNcMZ1jakC
35 farklı kültür projesine 112 milyon TL destek verdik. https://t.co/igKARwacrW
"Medeniyet mirasımıza sahip çıkmayı sürdürdük; ülkemizde 96, yurt dışında 3 vakıf kültür varlığının restorasyonunu yaptık. https://t.co/clHypqvzA9"
5 farklı ilimizde milyonlarca kişinin katıldığı toplam 7 Kültür Yolu Festivali düzenledik. https://t.co/K6Mwj426Ft
Sinema sektörümüze 92 milyon 198 bin TL destek sağladık. https://t.co/0fLJozu6Gy
"Sinemaya gitmeyen çocuk kalmasın dedik, 1 milyon yavrumuzu sinemayla tanıştırdık. https://t.co/x9NHmwS0de"
Dünyanın sayılı müzelerinden olan İstanbul Arkeoloji Müzeleri’ni yeniledik. https://t.co/2iK9NDHauM
Müzelerimizdeki 22 bin 272 eserin restorasyon ve konservasyonunu sağladık. https://t.co/q4IhrA0Q25
38 özel müzeyi hizmete aldık. https://t.co/sC3U5lNwYo
Arkeolojik kazılardan elde ettiğimiz 10 bin 500 eseri müzelerimize kazandırdık. https://t.co/yXLC57VaDY
Yasa dışı yollarla yurt dışına çıkarılan 1.121 kültür varlığımızın ait olduğu topraklara getirilmesini sağladık. https://t.co/BRSiiRnWMr
257 milyon fidan ürettik. https://t.co/LV0NdFufxo
"Kimyevi gübre çeşitlerinde ve karma yemde indirimler uyguladık, fiyatları 2023’ün Nisan sonuna kadar sabitledik. https://t.co/7Q5u65HApK"
Korunan alan sayımızı 638’e yükselttik. https://t.co/EE3s5KNQRd
Canlı popülasyonunu korumak ve artırmak için su kaynaklarımıza 84 milyon yavru balık bıraktık. https://t.co/YlfLaRcvUT
"Çiftçilerimize IPARD projeleri kapsamında 1,8 milyar TL hibe verdik. https://t.co/CE84X1ACby"
"Çiftçilerimize 40 milyar TL destekte bulunduğumuz, tüm zamanların bitkisel üretim rekorunu kırdığımız 2022 yılında tam 26,8 milyar dolar tarım ürünü ihracatı gerçekleştirdik. https://t.co/7vAPL5bbjD"
"Yaş çay alımında %73, desteklemelerinde %130 artış yaptık. https://t.co/mvVAMhHaSc"
Buğdaydan arpa ve şeker pancarına pek çok üründe alım fiyatlarını ciddi oranlarda artırdık. https://t.co/wD54HUJBWr
759 bin 365 hektar alanda arazi toplulaştırması yaparak bu hususta çok önemli bir ilerleme kaydettik. https://t.co/B9DCMQxeCr
"Türkiye’de 1’inci, dünyada 5’inci olan Yusufeli Barajı ve Hidroelektrik Santrali’ni hizmete aldık. Yeni Yusufeli’ni konuttan köy evine, iş yerinden dükkâna, sanayi sitesinden hastane ve okuluna kadar sıfırdan inşa ettik. #KalkınmanınYüzyılı https://t.co/CErRL2YyLI"
Tamamladığımız su yatırımları sayesinde 105 bin 293 hektar tarım arazisini sulamaya açtık. https://t.co/J5ZMDJhlql
"16 içme suyu, 72 sulama, 50 yer altı depolama ve suni besleme tesisi tamamladık. https://t.co/NsRQGwfdqn"
"62 baraj, 19 gölet ve bent ile 10 hidroelektrik santral inşa ettik. https://t.co/40N9gashMu"
Ormanların korunmasında İHA teknolojisini kullanan ilk Avrupa ülkesi olduk. https://t.co/Zu1qIHSVvf
Orman yangınlarıyla mücadelede Cumhuriyet tarihinin en büyük hava filosunu kurduk. https://t.co/hd5HjHgzI7
Yangınlardan zarar gören ormanlık alanlara 525 milyon fidan diktik. https://t.co/0xscqBKmZe
Türkiye’nin ilk insansız savaş uçağı Bayraktar Kızılelma ilk uçuşunu gerçekleştirdi. #İstikbalinYüzyılı https://t.co/32jKSIDRKj
53 bal ormanı tesis ettik. https://t.co/AtshleIVwl
9 bin 688 orman köylüsü aile ile 7 tarımsal kalkınma kooperatifine 496 milyon TL sıfır faizli kredi ve hibe desteği verdik. https://t.co/G6W6LEg8vi
"Hayvan bakımevleri yapılması için 19 yerel yönetime 24,2 milyon TL kaynak aktardık. https://t.co/ykGeiTIFiS"
Sözleşmeli Besicilik Projesi’ni başlattık. https://t.co/GGs1sGWInT
Tarıma Dayalı Ekonomik Yatırımların Desteklenmesi Programı ile 966 milyon TL hibe verdik. https://t.co/58863YGSTg
"276,3 milyar liralık tarımsal varlığı sigortalayarak güvence altına aldık. https://t.co/aQ9WszDouG"
Çiftçilerimize 2023’ün Mart ayında ödenmesi gereken mazot ve gübre desteklerini 2022’nin Kasım ayı itibarıyla aktarmaya başladık. https://t.co/C9hPEalhJQ
Tüm zamanların bitkisel üretim rekorunu kırdık. #VerimliliğinYüzyılı https://t.co/ab1dsfwujV
Çiftçilerimize 40 milyar TL tarımsal desteklemede bulunduk. https://t.co/GIJ3XYyDIO
"60 yıllık bir hayali gerçeğe dönüştürdük; Togg Teknoloji Kampüsü’nü açtık, ilk akıllı cihazımızı banttan indirdik. Elektrikli Araçlar İçin Şarj İstasyonları Destek Programı ile 81 ilimize şarj istasyonları kurmaya da başladık. #ÜretiminYüzyılı https://t.co/JYV9WkfcDM"
Demir yolu hatlarımızda yaklaşık 311 milyon yolcu taşıdık. https://t.co/PVvAiBtHjk
Millî Elektrikli Tren Setimizin üretimini tamamladık. https://t.co/qrjgCANuGd
Ülkemizi dünyanın en prestijli gemi bayrağı listesinde 8’inci sıraya yükselttik. https://t.co/ab16lFIgsL
Türkiye’nin uzay macerasında yeni bir aşama olan Türksat 5B uydumuzu hizmete aldık. #DijitalinYüzyılı https://t.co/BwBEPGDJD2
"Rize-Artvin Havalimanımızı 4,4 milyar liralık bir yatırımla tamamladık. https://t.co/Fpnc8ZxiHZ"
Tokat Havalimanı’nı açtık. https://t.co/Xj5tn5bSTe
Gaziray’ı tamamlayarak Gaziantepli kardeşlerimizin hizmetine sunduk. https://t.co/YvEO0Ylva5
İstanbul Tavşantepe-Sabiha Gökçen Havalimanı Metro Hattı’nı devreye aldık. https://t.co/ujDAmxkRCw
Konya-Karaman Hızlı Tren Hattı’nı tamamladık. https://t.co/toKNvA7VQo
"106 kilometre demir yolu hattı inşa ettik, 100 kilometrelik hattı yeniledik. https://t.co/Rsx74Yxj27"
Pek çok ilimizde çevre yolları başta olmak üzere çeşitli ulaşım projelerini hayata geçirdik. https://t.co/9XxsVQuQ7b
18 kara yolu tüneli ile 119 kara yolu köprüsünü tamamladık. https://t.co/u0zrL6oTrl
998 kilometre BSK kaplamalı yol inşa ettik. https://t.co/z00NbWcqXu
440 kilometre bölünmüş yol yaptık. https://t.co/PHB1DDwFJd
"Öğretmenlerimizin 60 yıllık hayalini gerçekleştirdik, Öğretmenlik Meslek Kanunu’nu hayata geçirdik. https://t.co/sNRqmcTm6u"
"Evlatlarımızı geleceğe daha iyi hazırlamak için matematik, Türkçe ve yabancı dil alanlarında eğitim seferberliği başlattık. https://t.co/TY4GtvZacO"
Eğitimde fırsat eşitliğini güçlendirmek için başlattığımız Temel Eğitimde 10 Bin Okul Projesi’ni tamamladık. https://t.co/mlBnTi5Q48
81 vilayetimizdeki tüm okullara eksiklerini tamamlamaları için 7 milyar TL bütçe gönderdik. https://t.co/FYsP2CuwaB
35 bin öğretmen ataması yaptık. https://t.co/OXZzuwzxuu
"Doğal Gaz Tüketim Desteği Programı ile 544 bini aşkın haneye 402 milyon TL destekte bulunduk.

Kısa bir ara... https://t.co/CWlrePSYWx"
327 bin yavrumuza anaokulu desteği sağladık. https://t.co/9qFIzHhpMU
Eşi vefat etmiş 3 ve üzeri çocuk sahibi hanım kardeşlerimiz için yeni bir konut desteği programını hayata geçirdik. https://t.co/ePvd4xNiey
Şiddet Önleme ve İzleme Merkezleri ŞÖNİM ile 270 bin vatandaşımızın yanında olduk. https://t.co/5vHU4FysOI
Sosyal yardımların hem etkinliğini artırdık hem de yelpazesini genişlettik. Toplam 82 milyar TL sosyal yardım gerçekleştirdik. #ŞefkatinYüzyılı https://t.co/wcEc062sY8
"Yaşlı ve engelli aylığı ile 1 buçuk milyon insanımıza 21,5 milyar TL aktardık. 565 bin vatandaşımıza ise 18 milyar TL evde bakım yardımı ödemesi gerçekleştirdik. https://t.co/184C9RtNiY"
716 bin anneye 325 milyon TL doğum yardımında bulunduk. https://t.co/FSMlifzq6o
"Türkiye Aile Destek Programı ile çocukların ihtiyaçlarından elektrik faturalarına kadar geniş bir yelpazede vatandaşlarımıza tam 9,2 milyar TL destek sağladık. https://t.co/omlPrrEoVn"
"Sosyal Ekonomik Destek Hizmeti ile 3,1 milyar TL kaynağı milletimize aktardık. https://t.co/lBEiwvg3vr"
"Şehit yakını, gazi ve gazi yakını ile devlet korumasından yararlanan evlatlarımızın kamuya atamalarını gerçekleştirdik. https://t.co/g5b26BenBz"
21 yeni sosyal hizmet merkezi kurduk. https://t.co/OvSgcxqSB2
"Aile Sosyal Destek Programı ile 1 milyon 600 bin hanemize, dolayısıyla milyonlarca vatandaşımıza ulaştık. https://t.co/MND2xUlkaU"
Gençlerimize ve ailelerimize çeşitli programlar vesilesiyle eğitim sağladık. https://t.co/2MH7ZDnMfL
BM Güvenlik Konseyi Reformu konusu başta olmak üzere farklı bölgesel ve küresel meselelerle ilgili dünyanın birçok ülkesinde paneller düzenledik. https://t.co/Df897AHbTa
İletişim alanında dost ve kardeş pek çok ülke ile iş birliği ve dayanışmamızı güçlendirdik. https://t.co/clLY9adlaL
Yaklaşık 12 bin basın kartını basın mensuplarımıza ulaştırdık. https://t.co/Q4Hn5OozqD
Milletimizle devletimiz arasında iletişim köprüsü olarak inşa ettiğimiz CİMER’e yapılan 6 milyon 180 bin başvurunun %98’ini yanıtladık. https://t.co/3OwLagZpJ5
"Geleceğin Burada, Devletin Senin Yanında diyerek başlattığımız Devlet Teşvikleri Tanıtım Günleri’nde 751 bin gencimizi ağırladık. https://t.co/OrleoGUlrH"
Dünyanın dört bir yanından 3 binin üzerinde yerli ve yabancı iletişimcinin katıldığı Uluslararası Stratejik İletişim Zirvesi’ni gerçekleştirdik. #İletişiminYüzyılı https://t.co/MLEObqCZos
Türk dünyasının iletişimini sağlam temeller üzerinde yükseltme çabalarımıza hız kesmeden devam ettik. https://t.co/9X9YBEuBhM
“Türkiye” markasını güçlendirmek için çalışmalar yaptığımız Türkiye Marka Ofisi’ni kurduk. https://t.co/xHQKeGJjWK
Dezenformasyonla ve İslamofobi ile mücadele gibi konularda oldukça önemli bir rol üstlendiğine inandığım İİT Enformasyon Bakanları Konferansı’nın dönem başkanlığını devraldık. https://t.co/QKz4FB06Kt
Ülkemize karşı yürütülen sistematik kampanyalara karşı Dezenformasyonla Mücadele Merkezi’ni kurduk. https://t.co/7734EDBxF3
Cumhuriyet tarihimizin tek kalemde en büyük savunma sanayii ihracatını gerçekleştirdik. https://t.co/NC7OGmrUV3
"Kara Kuvvetlerimizle 468 operasyon, Deniz Kuvvetlerimizle 120 bin saat seyir, Hava Kuvvetlerimizle 61 bin sorti tamamladık. https://t.co/EoG09rOZtg"
Açtığımız koridorla 16 milyon tondan fazla tahıl ve tahıl ürününün Ukrayna limanlarından çıkarak tüm dünyaya ulaşmasını sağladık. https://t.co/apfOReyAgR
Kayseri’de kurduğumuz tesis ile askerî nakliye uçağı A400M’nin bakım ve onarımını dünyada ilk defa Airbus merkezleri dışında yapmaya başladık. https://t.co/jE1DVFmykN
Millî Deniz Topu silah sistemini üreten dünyadaki 4 ülkeden biri konumuna yükseldik. https://t.co/bN17Qpbu8W
"Gerçekleştirdiğimiz toplam 91 askerî tatbikat ile dosta güven, düşmana korku verdik. https://t.co/ckJ9ahq6sE"
Can Azerbaycan ile 12 ortak tatbikat gerçekleştirerek askerî kabiliyetlerimizi gözden geçirdik. https://t.co/j6M5w0q0am
Sınır hatlarında 9 modüler üs bölgesini ve 341 elektro optik kuleyi faaliyete aldık. https://t.co/AFY7rSFQo1
"Türk Silahlı Kuvvetlerimiz tarafından 258 bin 115 yasa dışı göçmen engellendi, 7 bin 899 yasa dışı göçmen yakalandı. https://t.co/DGtgXDsBn0"
Barış Pınarı Harekâtı bölgesinde 279 devriye görevi yürüttük. https://t.co/Ts0uYvhbXP
"Terörle mücadelede 100 büyük, 453 orta çaplı operasyon gerçekleştirdik. Çok sayıda patlayıcı, mağara ve sığınak imha ettik. https://t.co/X46MIoglDt"
Türk Silahlı Kuvvetlerimizin gerçekleştirdiği operasyonlar ile 4 bin 13 teröristi etkisiz hale getirdik. https://t.co/6UUuvYs99G
Uluslararası Bilimsel Yayınları Teşvik Programı ile 15 bin 844 araştırmacımızın makalesini destekledik. #BiliminYüzyılı https://t.co/6rXQSvzc4z
İlk yerli tasarım lokomotif motorunu ürettik ve ilk ateşlemesini başarıyla tamamladık. https://t.co/NUZVCInb11
Türkiye’nin ilk millî hava-hava füzeleri Gökdoğan ve Bozdoğan’ın testlerini tamamladık. Millî Muharip Uçak’ın görev bilgisayarını TÜBİTAK BİLGEM’de ürettik. https://t.co/tRl3CYBowX
Su altı savaş yönetim sistemi MÜREN ile yerli ve millî elektronik harp podu EHPOD’u kullanmaya başladık. https://t.co/pi57p4U1sA
"Kalkınma Ajansları ve Bölge Kalkınma İdareleri aracılığıyla toplamda 1.659 proje için 2,6 milyar TL kaynak sağladık. https://t.co/93mBu3DLLf"
6’ncı Ulusal Antarktika ile 2’nci Ulusal Arktik Bilimsel Araştırma Seferleri’ni düzenledik. https://t.co/CxGA2IqXr5
81 vilayetimizde bilim fuarlarının yapılmasını destekleyerek 500 bin öğrencinin projelerini sergilemelerini sağladık. https://t.co/Z9h7UhFgdW
TÜBİTAK BİGG Programı ile 280 teknoloji tabanlı girişim kurulmasını sağladık. https://t.co/VJ8nu5j8ji
"8 binin üzerinde AR-GE projesine 2,5 milyar lira kaynak aktardık. https://t.co/itivw0wWcV"
"Ülkemize 10,3 milyar dolar uluslararası doğrudan yatırım çektik. https://t.co/UeYOeTICOO"
"Toplam 479,5 milyar TL yatırım teşvik belgesi düzenledik. Tutarı 201 milyar TL olan 10 yatırım için proje bazlı destek kararı aldık. https://t.co/sWGPnW7abA"
15 bin 644 sanayi tesisine sanayi sicil belgesi düzenledik. https://t.co/Sp88codGNj
"21 yeni organize sanayi bölgesi kurduk, 6 yeni endüstri bölgesi ilan ettik. https://t.co/FPnWgkBPYS"
"18,1 milyar TL yatırım büyüklüğüne sahip 100 katma değeri yüksek projeyi destekledik. https://t.co/SYkcelazIv"
"81 il ve 107 ülkeden 600 binin üzerinde başvuru alan, Millî Teknoloji Hamlemizin lokomotifi olan TEKNOFEST’i Karadeniz ve Azerbaycan’da gerçekleştirdik. https://t.co/wgjQdw0maK"
81 ilde toplam 100 Deneyap Atölyesi’ni tamamladık. Öğrencilerimizi buralarda ücretsiz olarak teknoloji eğitimleriyle buluşturduk. https://t.co/2LsbJcA544
"KOSGEB eliyle 102 bin işletmemize 9,1 milyar TL destek ödemesi yaptık. https://t.co/VqSa18OIwa"
Ulusal Teknoloji Girişimciliği Stratejimizi yayımladık. Ülkemize yeni Turcornlar kazandırabilmek amacıyla Turcorn 100 Programı’nı hayata geçirdik. https://t.co/yCWut9bqJF
5 yeni teknoloji geliştirme bölgesi kurduk. https://t.co/KJ6p2ZMVBj
Sportif Yetenek Taramaları kapsamında 1 milyon 459 bin öğrencimizin profesyonel spor hayatına geçişine rehberlik ettik. https://t.co/eTbDP7ZBwP
"Türk sporcularımız uluslararası müsabakalarda destan yazdılar, toplam 6 bin 127 madalya ile ülkemize büyük bir gurur yaşattılar. https://t.co/EKOxKbuZ9Z"
10 Bin Pota Basketbol Seferberliği ile ülkemizin dört bir yanında 9 bin 977 basketbol potası yaptık. https://t.co/X8fqH8cNDA
Güçlü altyapımızla toplam 180 uluslararası spor organizasyonuna başarıyla ev sahipliği yaptık. https://t.co/IZwlD0ALp9
GSB yurtlarımızda kalan öğrencilerimize sağladığımız beslenme yardımını aylık 1.800 liraya yükselttik. https://t.co/TdfL9Oy2Ly
"Öğrenim kredileri geri ödemelerinin anapara üzerinden yapılmasını temin ettik. Böylelikle 3,3 milyon gencimizin 27 milyar TL borcunu tamamen sildik. https://t.co/KA7vQ4rjCb"
"Hız kesmeden sürdürdüğümüz yeni yatırımlarla yükseköğrenim yurt sayımızı 800’e, kapasitemizi ise 850 bine ulaştırdık. https://t.co/g32CQo0cjc"
Başvuran her 100 öğrencinin 98’ini GSB yurtlarımıza yerleştirerek yeni bir rekor kırdık. https://t.co/ARJDDrTnYr
"Spor aktivitelerini erişilebilir kılmak amacıyla 183 gençlik ve spor tesisi daha inşa ettik, bu alandaki güçlü altyapımızı tahkim ettik. #GençliğinYüzyılı https://t.co/NTqB4zUEH0"
Gönüllü gençlerimizin oluşturduğu Damla Gönüllülük Hareketi ile 1 buçuk milyonun üzerinde vatandaşımıza ulaştık. https://t.co/4rU9yRN1Wg
GSB yurtlarımızı seyahat amaçlı gittikleri illerde gençlerimizin kullanımına ücretsiz şekilde açtık. Seyahatsever Genç Projemizden 325 bin gencimiz faydalandı. https://t.co/aytuy5Kygm
325 bin gencimiz 300’den fazla müze ve ören yerini ücretsiz ziyaret etti. https://t.co/kP3QPOX05k
"Genç Ne Sever platformumuzdan 750 bin gencimiz istifade etti. Gençlerimiz bu güzel uygulama ile sinemalarda, tiyatrolarda, konserlerde, spor maçlarında bir araya geldi. https://t.co/h16Hrh11Fk"
Teknoloji odaklı çalışmalar kapsamında devreye aldığımız 104 Deneyap Atölyesi’nden toplam 16 bin gencimiz faydalandı. https://t.co/cjgDUzNstc
Ülkemiz genelindeki gençlik kampları sayısını 54’e ulaştırdık. https://t.co/CBiw8Fu1Ry
"36 gençlik merkezi açtık, 67 Genç Ofis kurduk… https://t.co/w8tbTYcwUq"
"Yargının etkinliğini güçlendirmek için sürdürdüğümüz reformlara bir yenisini ekledik, 6’ncı Yargı Paketi’ni hayata geçirdik. #HaklınınYüzyılı https://t.co/VkJ7D0p2af"
Ara buluculuk uygulamalarıyla pek çok uyuşmazlığın mahkemelere taşınmadan çözümünü sağladık. https://t.co/5FPouqIXi5
"E-tebligat ve SEGBİS uygulamaları ile toplamda 5,8 milyar TL tasarruf sağladık. https://t.co/XHBjMNK3aI"
15 olan bölge adliye mahkemesi sayısını 18’e çıkardık. https://t.co/W9b3mA33G0
"1.042 hâkim ve savcı adayı atadık, Hâkim ve Savcı Yardımcılığı müessesesini ihdas ettik. https://t.co/Rpw3qkQytC"
119 bin kaçak göçmeni polis ve jandarma güçlerimiz tarafından sınır dışı ettik. https://t.co/33r1wRDvw6
Okul servis aracı sürücüleri ve rehber personeli başta olmak üzere 7 buçuk milyonu aşkın vatandaşımıza trafik eğitimi verdik. https://t.co/KgTLNALcGE
Yaptığımız operasyonlarla organize suç örgütlerine Türkiye’yi dar ettik. https://t.co/AsE6CXeKyd
"Kadına Destek Uygulaması KADES’i 4,7 milyon vatandaşımız cep telefonuna indirdi. https://t.co/g6CwCy9btx"
"Uyuşturucuyla mücadelede 241 bin operasyon düzenledik, 26 bin kişi tutukladık. https://t.co/iUfhR0OC9t"
Polis ve jandarmamızla terör örgütü PKK’ya yönelik 132 bin 396 operasyon icra ettik. #HuzurunYüzyılı https://t.co/sgcjA3p6yw
"Suriye’de emniyetli hale getirdiğimiz bölgelere 538 bin Suriyeli kardeşimizin gönüllü, güvenli ve onurlu şekilde dönüşünü sağladık. https://t.co/QcklfVxvty"
"11 milyonun üzerinde kimlik kartı, 5 milyonun üzerinde sürücü belgesi ve 4 milyonu aşkın pasaport düzenledik. https://t.co/fFDMZPCl0a"
278 bin 313 düzensiz göçmen ile 8 bin 788 organizatörü yakaladık. https://t.co/fRzbG38dw9
Diyarbakır’da evlat nöbetine katılan 39 kahraman anne evladına kavuştu. https://t.co/9DPexWomBF
124 terör örgütü mensubu ikna edilerek güvenlik güçlerimiz tarafından teslim alındı. https://t.co/FrknVjGvYG
"Polisimiz, jandarmamız, millî istihbaratımız ve diğer birimlerimizin maharetiyle 46’sı yurt dışında olan 85 üst düzey teröristi etkisiz hale getirdik. https://t.co/oFdzQ0UwFJ"
"Vatandaşımızın 2 bin liraya kadar olan borçlarını icradan tasfiye ettik, banka kredisinden kaynaklanan 2 bin 500 liraya kadarki icra borçlarını üstlendik. https://t.co/sCgfk8boTY"
"Çiftçilerimize sağlanan mazot desteğini %240, gübre desteğini %130 artırdık. https://t.co/y6NM1DaYzJ"
Sosyal devlet anlayışımızın en bariz örneklerinden birini enerji faturalarında uyguladığımız ciddi sübvansiyonlar ile bir kez daha gösterdik. https://t.co/rYqyeXHNkv
110 milyar liralık yeni kefalet paketlerini hayata geçirdik. https://t.co/Y8taWG9Dbv
Esnaf ve sanatkârlarımıza kullandırılan hazine destekli kredilerin faiz yükünü karşıladık. https://t.co/PrHbKkxJ9W
Tarımsal sulamada güneş enerjisi kullanımını yaygınlaştırmak için kredi desteklerinde bulunduk. https://t.co/mjve5rV7K7
"Tarımsal üretimi artırmak, çiftçilerimizi korumak için pek çok adım attık. Hububat grubunda çiftçilerimize dekar başı 50 TL ilave ek girdi desteği sağladık. https://t.co/cPD5zUpH4G"
"Gıdadan temizliğe, elektrikten tarımsal üretimi etkileyen pek çok ürüne KDV indiriminde bulunduk. https://t.co/pL75yaG6xk"
Asgari ücreti ve diğer ücretlilerin asgari ücret kadarki gelirlerini vergi dışı bıraktık. https://t.co/6ZZDfAh9Qv
Bireysel Emeklilik Sistemi’nde devlet katkısını %25’ten %30’a yükselttik. https://t.co/SFkjq6yszv
14 Mart Tıp Bayramı’nda sağlık çalışanlarımıza verdiğimiz tüm sözleri tuttuk. Sağlık çalışanlarına yönelik şiddetle mücadele için hazırladığımız yeni yasal düzenlemeyi süratle hayata geçirdik. https://t.co/v4PUxQ8G1z
İkili anlaşmalar kapsamında 348 yabancı uyruklu hastayı ülkemizde tedavi altına aldık. https://t.co/fzuEoM4sje
2 milyon 156 bin vatandaşımıza evde sağlık hizmeti verdik. https://t.co/4tuNCayCDP
Sigara bırakma polikliniklerinden organ nakli merkezlerine çok sayıda sağlık yatırımını tamamladık. https://t.co/cKZNVNXXqy
148 adet birinci basamak sağlık birimini hizmete aldık. https://t.co/Jpw17Pn0d1
5 milyonun üzerinde kanser taraması gerçekleştirdik. https://t.co/Q0zcDYzsdI
96 aile sağlığı merkezi ile 731 aile hekimliği birimi açtık. https://t.co/zcDTetHywE
27 ilimizde toplam 7 bin 345 yataklı 27 hastaneyi hizmete aldık. https://t.co/MR7Xeo5yZ8
"İbadethanelerde, cemevlerinde kullanılan doğal gazda %42,73 indirim yapma kararı aldık. Ayrıca sanayi kuruluşlarında kullanılan elektrik ile elektrik üretiminde tüketilen doğal gazın fiyatını da farklı oranlarda düşürdük. https://t.co/pAV5ktCj6O"
